X,Y,OBJECTID,ACCIDENT_N,ACCIDENT_D,ACC_TIME,NO_VEHICLE,ACCIDENT_T,ACC_T_DESC,ABS_CODE,PERSON_ID,AGE,RD_USER_T,RD_U_DESC,SEX,LOCATION_D,NODE_ID,LOCATION_T,NODE_TYPE,N_TYPE_DES,ROAD_ROUTE,RD_NAME_1,RD_TYPE_1,RD_NAME_2,RD_TYPE_2,DEC_RD_DES,LGA_NAME,REGION_NAM,STAT_DIV_N,AMG_X,AMG_Y,LATITUDE,LONGITUDE
2523716.169,2386561.878,1018,T20190010635,2019/06/06 00:00:00+00,16.:4.00,2,1,Collision with vehicle,A,B,30,4,Motorcyclists,M,On HALLAM SOUTH ROAD 222m S from Int CENTRE ROAD,345953,N,N,Non Intersection,5057,HALLAM SOUTH,ROAD,CENTRE,ROAD,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2523716.169,2386561.878,-38.02188053,145.2700948
2434424.498,2523868.135,1019,T20190010677,2019/06/07 00:00:00+00,12.:1.00,2,1,Collision with vehicle,A,A,18,6,Bicyclists,M,At Int of HATTAM STREET and WOODWARD ROAD,51705,I,I,Intersection,5173,HATTAM,STREET,WOODWARD,ROAD,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2434424.498,2523868.135,-36.78261183,144.2652659
2546266.178,2354746.979,1020,T20190010764,2019/06/08 00:00:00+00,19.:3.00,1,8,No collision and no object struck,A,A,37,2,Drivers,M,On JETTY ROAD 676m E from Int FORESHORE ROAD,582257,N,N,Non Intersection,9999,JETTY,ROAD,FORESHORE,ROAD,Non Declared Road,BASS COAST,EASTERN REGION,Country,2546266.178,2354746.979,-38.30763165,145.5289177
2663767.711,2554585.263,1021,T20190010768,2019/06/08 00:00:00+00,23.:2.00,1,2,Struck Pedestrian,A,1,39,1,Pedestrians,M,On MYRTLEFORD-YACKANDANDAH ROAD 57m E from Int MURRAYS LANE,346287,N,N,Non Intersection,5467,MYRTLEFORD-YACKANDANDAH,ROAD,MURRAYS,LANE,Declared Road,ALPINE,NORTH EASTERN REGION,Country,2663767.711,2554585.263,-36.49388094,146.8281205
2485093.716,2544730.159,1022,T20190011062,2019/06/13 00:00:00+00,13.:3.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,M,On BENDIGO-MURCHISON ROAD 158m E from Int WEPPNER ROAD,346096,N,N,Non Intersection,5376,BENDIGO-MURCHISON,ROAD,WEPPNER,ROAD,Declared Road,CAMPASPE,NORTHERN REGION,Country,2485093.716,2544730.159,-36.59675538,144.83339
2562238.044,2478200.753,1023,T20190011185,2019/06/16 00:00:00+00,00.:0.00,1,2,Struck Pedestrian,A,1,20,1,Pedestrians,M,On HALL STREET 91m S from Int DOWNEY STREET,346168,N,N,Non Intersection,9999,HALL,STREET,DOWNEY,STREET,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2562238.044,2478200.753,-37.19439001,145.7011095
2470010.161,2411063.827,1024,T20190011223,2019/06/16 00:00:00+00,16.:2.00,2,1,Collision with vehicle,A,3,71,3,Passengers,F,At Int of BOUNDARY ROAD and DAVIS ROAD,45523,I,I,Intersection,9999,BOUNDARY,ROAD,DAVIS,ROAD,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2470010.161,2411063.827,-37.8009462,144.6594554
2513160.234,2399854.516,1025,T20190011273,2019/06/17 00:00:00+00,15.:3.00,1,4,Collision with a fixed object,A,A,93,2,Drivers,M,On FERNTREE GULLY ROAD 58m NW from Int WESTERFIELD DRIVE,346349,N,N,Non Intersection,9999,FERNTREE GULLY,ROAD,WESTERFIELD,DRIVE,Non Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513160.234,2399854.516,-37.90233105,145.1496394
2513668.026,2399571.783,1026,T20190011292,2019/06/17 00:00:00+00,19.:4.00,2,1,Collision with vehicle,A,A,48,2,Drivers,M,On MONASH FREEWAY 11m NW from Int FERNTREE GULLY-MONASH IN RAMP ON,346193,N,N,Non Intersection,2000,MONASH,FREEWAY,FERNTREE GULLY-MONASH IN ON,RAMP,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2513668.026,2399571.783,-37.90487105,145.1554186
2499946.644,2336495.6,1027,T20190011899,2019/06/26 00:00:00+00,16.:2.00,2,1,Collision with vehicle,A,A,62,2,Drivers,M,On BONEO ROAD 463m W from Int MORNINGTON-FLINDERS ROAD,346504,N,N,Non Intersection,5750,BONEO,ROAD,MORNINGTON-FLINDERS,ROAD,Declared Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,Metro,2499946.644,2336495.6,-38.47318694,144.9993887
2476115.104,2403366.215,1028,T20190011914,2019/06/26 00:00:00+00,08.:0.00,1,8,No collision and no object struck,A,A,79,6,Bicyclists,M,At Int of OLD GEELONG ROAD and GRAHAM COURT,37367,I,I,Intersection,5444,OLD GEELONG,ROAD,GRAHAM,COURT,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2476115.104,2403366.215,-37.87047783,144.7285294
2387479.988,2493936.445,1029,T20190011965,2019/06/27 00:00:00+00,14.:5.00,1,2,Struck Pedestrian,A,1,95,1,Pedestrians,M,At Int of CLARENDON STREET and INKERMAN STREET,60032,I,I,Intersection,9999,CLARENDON,STREET,INKERMAN,STREET,Non Declared Road,CENTRAL GOLDFIELDS,WESTERN REGION,Ballarat,2387479.988,2493936.445,-37.04790768,143.7348733
2496135.144,2410567.652,1030,T20190012025,2019/06/28 00:00:00+00,12.:0.00,1,2,Struck Pedestrian,A,1,87,1,Pedestrians,F,At Int of PEEL STREET(R) and VICTORIA STREET,346677,I,I,Intersection,5065,PEEL,STREET,VICTORIA,STREET,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2496135.144,2410567.652,-37.80589205,144.9561105
2296845.577,2679233.25,1031,T20190012098,2019/06/29 00:00:00+00,01.:2.00,1,4,Collision with a fixed object,A,A,44,2,Drivers,M,On CALDER HIGHWAY 309m N from Int EDGECUMBE ROAD,346648,N,N,Non Intersection,2530,CALDER,HIGHWAY,EDGECUMBE,ROAD,Declared Road,BULOKE,NORTHERN REGION,Country,2296845.577,2679233.25,-35.36321993,142.7650182
2436273.466,2527050.426,1032,T20190012124,2019/06/30 00:00:00+00,05.:5.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On MCCRAE STREET 10m NE from Int BAXTER STREET,347072,N,N,Non Intersection,2590,MCCRAE,STREET,BAXTER,STREET,Declared Road,BENDIGO,NORTHERN REGION,Bendigo,2436273.466,2527050.426,-36.75405913,144.286249
2477866.714,2417892.465,1033,T20190012182,2019/07/01 00:00:00+00,00.:1.00,2,1,Collision with vehicle,A,B,28,6,Bicyclists,M,On WESTWOOD DRIVE 182m S from Int WESTWOOD DRIVE ALT,346696,N,N,Non Intersection,9999,WESTWOOD,DRIVE,WESTWOOD ALT,DRIVE,Non Declared Road,MELTON,METROPOLITAN NORTH WEST REGION,Melbourne - West,2477866.714,2417892.465,-37.73963905,144.7488732
2402053.44,2452563.059,1034,T20190012353,2019/07/03 00:00:00+00,15.:5.00,2,1,Collision with vehicle,A,1,86,3,Passengers,F,On VICTORIA STREET 9m W from Int CAMBRIDGE STREET,620500,N,N,Non Intersection,9999,VICTORIA,STREET,CAMBRIDGE,STREET,Non Declared Road,HEPBURN,WESTERN REGION,Ballarat,2402053.44,2452563.059,-37.42236113,143.8933076
2442454.24,2376796.135,1035,T20190012440,2019/07/04 00:00:00+00,11.:2.00,4,1,Collision with vehicle,A,1,58,3,Passengers,F,At Int of THOMPSON ROAD and SHARON COURT,49770,I,I,Intersection,5580,THOMPSON,ROAD,SHARON,COURT,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442454.24,2376796.135,-38.10837676,144.3438744
2442454.24,2376796.135,1036,T20190012440,2019/07/04 00:00:00+00,11.:2.00,4,1,Collision with vehicle,A,B,64,2,Drivers,M,At Int of THOMPSON ROAD and SHARON COURT,49770,I,I,Intersection,5580,THOMPSON,ROAD,SHARON,COURT,Declared Road,GEELONG,SOUTH WESTERN REGION,Country,2442454.24,2376796.135,-38.10837676,144.3438744
2507900.976,2407333.453,1037,T20190012519,2019/07/05 00:00:00+00,13.:5.00,1,2,Struck Pedestrian,A,1,75,1,Pedestrians,F,On RIVERSDALE ROAD 2m E from Int DURHAM ROAD,593684,N,N,Non Intersection,5292,RIVERSDALE,ROAD,DURHAM,ROAD,Declared Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2507900.976,2407333.453,-37.83500671,145.0897585
2469335.053,2399734.584,1038,T20190012592,2019/07/06 00:00:00+00,16.:0.00,1,4,Collision with a fixed object,A,A,25,4,Motorcyclists,M,On COTTRELL STREET 33m SE from Int BULBAN ROAD,349883,N,N,Non Intersection,5588,COTTRELL,STREET,BULBAN,ROAD,Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2469335.053,2399734.584,-37.90299883,144.6513182
2250694.131,2528335.32,1039,T20190012751,2019/06/15 00:00:00+00,10.:4.00,1,8,No collision and no object struck,A,1,99,1,Pedestrians,M,On BAILLIE STREET 90m W from Int PERCY STREET,347032,N,N,Non Intersection,9999,BAILLIE,STREET,PERCY,STREET,Non Declared Road,HORSHAM,WESTERN REGION,Country,2250694.131,2528335.32,-36.71169242,142.20889
2241881.507,2544632.652,1040,T20190012874,2019/07/11 00:00:00+00,02.:0.00,2,1,Collision with vehicle,A,B,60,2,Drivers,M,On WESTERN HIGHWAY 715m N from Int BANYENA ROAD,347104,N,N,Non Intersection,2520,WESTERN,HIGHWAY,BANYENA,ROAD,Declared Road,HORSHAM,WESTERN REGION,Country,2241881.507,2544632.652,-36.56250994,142.1158136
2510833.933,2413708.511,1041,T20190012985,2019/07/12 00:00:00+00,17.:4.00,1,2,Struck Pedestrian,A,1,88,1,Pedestrians,M,On ANDROMEDA WAY 4m N from Int GEORGE STREET,579055,N,N,Non Intersection,9999,ANDROMEDA,WAY,GEORGE,STREET,Non Declared Road,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner East,2510833.933,2413708.511,-37.77753748,145.1229846
2681144.089,2375598.028,1042,T20190013255,2019/07/16 00:00:00+00,18.:2.00,1,2,Struck Pedestrian,A,1,95,1,Pedestrians,F,On RAYMOND STREET 11m S from Int STAWELL STREET,597778,N,N,Non Intersection,9999,RAYMOND,STREET,STAWELL,STREET,Non Declared Road,WELLINGTON,EASTERN REGION,Country,2681144.089,2375598.028,-38.10325403,147.0653748
2489613.786,2423463.599,1043,T20190013360,2019/07/18 00:00:00+00,05.:3.00,1,2,Struck Pedestrian,A,1,72,1,Pedestrians,F,At Int of MICKLEHAM-TULLAMARINE IN RAMP ON and TULLAMARINE IN-MICKLEHAM RAMP OF,46480,I,I,Intersection,7406,MICKLEHAM-TULLAMARINE IN,RAMP,TULLAMARINE IN-MICKLEHAM OF,RAMP,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2489613.786,2423463.599,-37.68964603,144.8822348
2528230.075,2418216.713,1044,T20190013546,2019/07/20 00:00:00+00,16.:4.00,3,1,Collision with vehicle,A,B,40,4,Motorcyclists,M,At Int of EDWARD ROAD and PAYNES ROAD,44185,I,I,Intersection,9999,EDWARD,ROAD,PAYNES,ROAD,Non Declared Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2528230.075,2418216.713,-37.73655262,145.3202888
2512322.915,2398322.26,1045,T20190013550,2019/07/20 00:00:00+00,20.:5.00,2,1,Collision with vehicle,A,3,18,3,Passengers,M,At Int of WELLINGTON ROAD and BLACKBURN ROAD,234609,I,I,Intersection,2290,WELLINGTON,ROAD,BLACKBURN,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512322.915,2398322.26,-37.91614764,145.1401443
2534833.206,2556786.096,1046,T20190013614,2019/07/21 00:00:00+00,16.:0.00,1,4,Collision with a fixed object,A,1,30,3,Passengers,M,On GOULBURN VALLEY HIGHWAY 1276m N from Int UNION ROAD,583553,N,N,Non Intersection,2640,GOULBURN VALLEY,HIGHWAY,UNION,ROAD,Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2534833.206,2556786.096,-36.48757661,145.3887845
2520016.002,2410019.44,1047,T20190013658,2019/07/22 00:00:00+00,16.:1.00,0,2,Struck Pedestrian,A,1,14,1,Pedestrians,M,At Int of RINGWOOD BYPASS(R) and RINGWOOD STREET,221693,I,I,Intersection,2995,RINGWOOD,BYPASS,RINGWOOD,STREET,Declared Road,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2520016.002,2410019.44,-37.81062419,145.2273172
2480125.043,2422740.985,1048,T20190013765,2019/07/24 00:00:00+00,06.:4.00,2,1,Collision with vehicle,A,B,49,6,Bicyclists,M,At Int of MELTON HIGHWAY and MCCUBBIN DRIVE ALT,37362,I,I,Intersection,2040,MELTON,HIGHWAY,MCCUBBIN ALT,DRIVE,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480125.043,2422740.985,-37.69600304,144.7746266
2517041.301,2376168.024,1049,T20190014139,2019/07/29 00:00:00+00,18.:0.00,1,2,Struck Pedestrian,A,1,92,1,Pedestrians,F,On MCCORMICKS ROAD 169m N from Int BALLARTO ROAD,349173,N,N,Non Intersection,9999,MCCORMICKS,ROAD,BALLARTO,ROAD,Non Declared Road,FRANKSTON,METROPOLITAN SOUTH EAST REGION,Metro,2517041.301,2376168.024,-38.1156651,145.194319
2541005.474,2381186.314,1050,T20190014372,2019/08/01 00:00:00+00,18.:5.00,1,2,Struck Pedestrian,A,1,45,1,Pedestrians,M,At Int of DUNCAN DRIVE and TEMPLETON CRESCENT,55818,I,I,Intersection,9999,DUNCAN,DRIVE,TEMPLETON,CRESCENT,Non Declared Road,CARDINIA,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2541005.474,2381186.314,-38.06970593,145.4672944
2404358.705,2437414.924,1051,T20190014443,2019/07/27 00:00:00+00,00.:2.00,1,6,Vehicle overturned (no collision),A,A,34,2,Drivers,M,On WESTERN FREEWAY 348m W from Int BALLARAT-BURRUMBEET ROAD,590871,N,N,Non Intersection,2520,WESTERN,FREEWAY,BALLARAT-BURRUMBEET,ROAD,Declared Road,BALLARAT,WESTERN REGION,Ballarat,2404358.705,2437414.924,-37.55909252,143.9174061
2423175.879,2486827.748,1052,T20190014639,2019/08/05 00:00:00+00,13.:0.00,1,4,Collision with a fixed object,A,A,69,2,Drivers,F,On YAPEEN-MUCKLEFORD ROAD 1208m E from Int MAPSONS ROAD,593686,N,N,Non Intersection,9999,YAPEEN-MUCKLEFORD,ROAD,MAPSONS,ROAD,Non Declared Road,MOUNT ALEXANDER,NORTHERN REGION,Bendigo,2423175.879,2486827.748,-37.11556592,144.1354696
2493407.531,2426738.746,1053,T20190014829,2019/08/07 00:00:00+00,21.:2.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On PASCOE VALE ROAD 317m S from Int TAGGERTY CRESCENT,351137,N,N,Non Intersection,5819,PASCOE VALE,ROAD,TAGGERTY,CRESCENT,Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2493407.531,2426738.746,-37.66016976,144.9252797
2486726.18,2413500.163,1054,T20190015074,2019/08/10 00:00:00+00,22.:4.00,1,2,Struck Pedestrian,A,1,47,1,Pedestrians,M,On BALLARAT ROAD 10m W from Int BURKE STREET,597281,N,N,Non Intersection,5520,BALLARAT,ROAD,BURKE,STREET,Declared Road,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,Melbourne - West,2486726.18,2413500.163,-37.77938314,144.8493146
2524841.998,2378080.477,1055,T20190015129,2019/08/11 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,3,16,3,Passengers,M,On SOUTH GIPPSLAND HIGHWAY 7m N from Int SOUTH GIPPSLAND HIGHWAY ALT,106562,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,SOUTH GIPPSLAND ALT,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2524841.998,2378080.477,-38.09825995,145.2832037
2524841.998,2378080.477,1056,T20190015129,2019/08/11 00:00:00+00,16.:1.00,2,1,Collision with vehicle,A,4,18,3,Passengers,F,On SOUTH GIPPSLAND HIGHWAY 7m N from Int SOUTH GIPPSLAND HIGHWAY ALT,106562,N,N,Non Intersection,2580,SOUTH GIPPSLAND,HIGHWAY,SOUTH GIPPSLAND ALT,HIGHWAY,Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2524841.998,2378080.477,-38.09825995,145.2832037
2512346.269,2497341.576,1057,T20190015355,2019/08/05 00:00:00+00,11.:1.00,1,4,Collision with a fixed object,A,A,89,2,Drivers,M,On STATION STREET 115m S from Int CRAWFORD STREET,360112,N,N,Non Intersection,9999,STATION,STREET,CRAWFORD,STREET,Non Declared Road,MITCHELL,NORTHERN REGION,Country,2512346.269,2497341.576,-37.02387708,145.1387684
2672136.698,2594998.701,1058,T20190015509,2019/08/16 00:00:00+00,13.:0.00,2,1,Collision with vehicle,A,1,74,3,Passengers,F,On BANDIANA LINK ROAD 1019m E from Int ANZAC PARADE,600333,N,N,Non Intersection,2570,BANDIANA LINK,ROAD,ANZAC,PARADE,Declared Road,WODONGA,NORTH EASTERN REGION,Country,2672136.698,2594998.701,-36.12824056,146.9124565
2501991.205,2415026.974,1059,T20190015521,2019/08/16 00:00:00+00,23.:4.00,1,4,Collision with a fixed object,A,A,47,4,Motorcyclists,M,On DAREBIN ROAD 96m E from Int ARTHUR STREET,82310,N,N,Non Intersection,5192,DAREBIN,ROAD,ARTHUR,STREET,Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2501991.205,2415026.974,-37.76571879,145.0226002
2499961.807,2415142.229,1060,T20190015682,2019/08/19 00:00:00+00,12.:5.00,1,2,Struck Pedestrian,A,1,88,1,Pedestrians,M,On HIGH STREET 55m N from Int BEACONSFIELD PARADE,589737,N,N,Non Intersection,9999,HIGH,STREET,BEACONSFIELD,PARADE,Non Declared Road,DAREBIN,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2499961.807,2415142.229,-37.76468245,144.9995665
2512534.938,2391244.897,1061,T20190015694,2019/08/19 00:00:00+00,15.:3.00,4,1,Collision with vehicle,A,1,93,3,Passengers,F,At Int of WESTALL ROAD EX and ROWAN ROAD,35388,I,I,Intersection,5056,WESTALL,ROAD,ROWAN,ROAD,Declared Road,KINGSTON,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2512534.938,2391244.897,-37.97990833,145.1426762
2465337.389,2400796.252,1062,T20190016040,2019/08/23 00:00:00+00,22.:5.00,1,2,Struck Pedestrian,A,1,25,1,Pedestrians,M,On ARMSTRONG ROAD 176m N from Int RIBBLESDALE AVENUE,659635,N,N,Non Intersection,9999,ARMSTRONG,ROAD,RIBBLESDALE,AVENUE,Non Declared Road,WYNDHAM,METROPOLITAN NORTH WEST REGION,Melbourne - West,2465337.389,2400796.252,-37.89329306,144.6059124
2501883.225,2401249.045,1063,T20190016093,2019/08/24 00:00:00+00,12.:0.00,1,2,Struck Pedestrian,A,1,82,1,Pedestrians,M,At Int of HAWTHORN ROAD and SYCAMORE STREET,41281,I,I,Intersection,5299,HAWTHORN,ROAD,SYCAMORE,STREET,Declared Road,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,Melbourne - Inner South,2501883.225,2401249.045,-37.88985801,145.0214098
2514865.023,2406866.713,1064,T20190016254,2019/08/26 00:00:00+00,15.:5.00,1,4,Collision with a fixed object,A,A,52,2,Drivers,F,On MILL AVENUE 41m N from Int COURSE CLOSE,580113,N,N,Non Intersection,9999,MILL,AVENUE,COURSE,CLOSE,Non Declared Road,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,Melbourne - Outer East,2514865.023,2406866.713,-37.83912678,145.1688824
2511831.46,2398375.048,1065,T20190016564,2019/08/29 00:00:00+00,21.:4.00,1,2,Struck Pedestrian,A,1,20,1,Pedestrians,F,On WELLINGTON ROAD(R) 5m E from Int SCENIC BOULEVARD,593287,N,N,Non Intersection,2290,WELLINGTON,ROAD,SCENIC,BOULEVARD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2511831.46,2398375.048,-37.91567843,145.1345543
2495879.147,2409334.906,1066,T20190016591,2019/08/30 00:00:00+00,15.:2.00,1,4,Collision with a fixed object,A,A,68,2,Drivers,M,On SPENCER STREET 11m N from Int BOURKE STREET,598642,N,N,Non Intersection,5061,SPENCER,STREET,BOURKE,STREET,Declared Road,MELBOURNE,METROPOLITAN NORTH WEST REGION,Melbourne - Inner,2495879.147,2409334.906,-37.81699805,144.9531965
2493718.776,2429747.253,1067,T20190017177,2019/09/06 00:00:00+00,13.:5.00,1,4,Collision with a fixed object,A,A,23,2,Drivers,M,On THOMAS BRUNTON PARADE 127m N from Int COLLETT AVENUE,583124,N,N,Non Intersection,9999,THOMAS BRUNTON,PARADE,COLLETT,AVENUE,Non Declared Road,HUME,METROPOLITAN NORTH WEST REGION,Melbourne - North West,2493718.776,2429747.253,-37.63306337,144.9288329
2538853.067,2592130.249,1068,T20190017210,2019/09/06 00:00:00+00,14.:4.00,2,1,Collision with vehicle,A,1,23,3,Passengers,F,On GOULBURN VALLEY HIGHWAY 397m N from Int GILLESPIES ROAD,609579,N,N,Non Intersection,2640,GOULBURN VALLEY,HIGHWAY,GILLESPIES,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2538853.067,2592130.249,-36.16888143,145.4318613
2538853.067,2592130.249,1069,T20190017210,2019/09/06 00:00:00+00,14.:4.00,2,1,Collision with vehicle,A,2,39,3,Passengers,M,On GOULBURN VALLEY HIGHWAY 397m N from Int GILLESPIES ROAD,609579,N,N,Non Intersection,2640,GOULBURN VALLEY,HIGHWAY,GILLESPIES,ROAD,Declared Road,MOIRA,NORTH EASTERN REGION,Country,2538853.067,2592130.249,-36.16888143,145.4318613
2523523.82,2387392.385,1070,T20190017293,2019/09/07 00:00:00+00,21.:3.00,2,1,Collision with vehicle,A,A,68,2,Drivers,M,On APOLLO DRIVE 133m E from Int DAVID LEE ROAD,583230,N,N,Non Intersection,9999,APOLLO,DRIVE,DAVID LEE,ROAD,Non Declared Road,CASEY,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2523523.82,2387392.385,-38.01440324,145.2678776
2462824.785,2446730.884,1071,T20190017364,2019/09/08 00:00:00+00,23.:4.00,1,4,Collision with a fixed object,A,A,19,2,Drivers,M,On SKYLINE DRIVE 26m NW from Int SKYLINE DRIVE,598777,N,N,Non Intersection,9999,SKYLINE,DRIVE,SKYLINE,DRIVE,Non Declared Road,MACEDON RANGES,NORTHERN REGION,Country,2462824.785,2446730.884,-37.47930686,144.5796523
2529026.162,2483099.034,1072,T20190017571,2019/09/11 00:00:00+00,13.:1.00,1,4,Collision with a fixed object,A,A,85,2,Drivers,F,On TERANGAVILLE ROAD 2402m NW from Int OLD GHIN GHIN ROAD,584282,N,N,Non Intersection,9999,TERANGAVILLE,ROAD,OLD GHIN GHIN,ROAD,Non Declared Road,MURRINDINDI,NORTH EASTERN REGION,Country,2529026.162,2483099.034,-37.15186363,145.326794
2626256.118,2408380.194,1073,T20190017740,2019/09/13 00:00:00+00,10.:5.00,1,4,Collision with a fixed object,A,1,21,3,Passengers,F,On TRIG EAST TRACK 1891m E from Int CMF TRACK,606226,N,N,Non Intersection,9999,TRIG EAST,TRACK,CMF,TRACK,Non Declared Road,BAW BAW,EASTERN REGION,Country,2626256.118,2408380.194,-37.81704115,146.434037
2626256.118,2408380.194,1074,T20190017740,2019/09/13 00:00:00+00,10.:5.00,1,4,Collision with a fixed object,A,A,22,2,Drivers,M,On TRIG EAST TRACK 1891m E from Int CMF TRACK,606226,N,N,Non Intersection,9999,TRIG EAST,TRACK,CMF,TRACK,Non Declared Road,BAW BAW,EASTERN REGION,Country,2626256.118,2408380.194,-37.81704115,146.434037
2458319.73,2461959.644,1075,T20190018054,2019/09/17 00:00:00+00,06.:3.00,1,4,Collision with a fixed object,A,A,31,2,Drivers,M,On AVENUE OF HONOUR 401m NW from Int SAVAGES LANE,590999,N,N,Non Intersection,5228,AVENUE OF HONOUR, ,SAVAGES,LANE,Declared Road,MACEDON RANGES,NORTHERN REGION,Bendigo,2458319.73,2461959.644,-37.34188698,144.5295644
2537145.711,2566405.841,1076,T20190018088,2019/09/17 00:00:00+00,15.:0.00,1,7,Fall from or in moving vehicle,A,A,62,4,Motorcyclists,M,On SUNBURY ROAD 53m N from Int WESTMORLAND CRESCENT,587093,N,N,Non Intersection,9999,SUNBURY,ROAD,WESTMORLAND,CRESCENT,Non Declared Road,SHEPPARTON,NORTH EASTERN REGION,Country,2537145.711,2566405.841,-36.40079049,145.4141277
2302123.757,2713427.62,1077,T20190018162,2019/09/18 00:00:00+00,05.:0.00,2,1,Collision with vehicle,A,A,30,2,Drivers,M,On MALLEE HIGHWAY 1930m E from Int STORER ROAD,586010,N,N,Non Intersection,2650,MALLEE,HIGHWAY,STORER,ROAD,Declared Road,SWAN HILL,NORTHERN REGION,Country,2302123.757,2713427.62,-35.05629301,142.831632
2480646.605,2418315.198,1078,T20190018287,2019/09/19 00:00:00+00,10.:5.00,3,4,Collision with a fixed object,A,A,55,4,Motorcyclists,M,On KINGS ROAD 59m N from Int MYUNA DRIVE,662226,N,N,Non Intersection,5493,KINGS,ROAD,MYUNA,DRIVE,Declared Road,BRIMBANK,METROPOLITAN NORTH WEST REGION,Melbourne - West,2480646.605,2418315.198,-37.73589202,144.7804251
2620709.873,2371616.388,1079,T20190018445,2019/09/21 00:00:00+00,21.:5.00,1,4,Collision with a fixed object,A,1,17,3,Passengers,M,On QUARRY ROAD 265m S from Int MANFA COURT,591131,N,N,Non Intersection,9999,QUARRY,ROAD,MANFA,COURT,Non Declared Road,LATROBE,EASTERN REGION,Country,2620709.873,2371616.388,-38.14896095,146.3770907
2620709.873,2371616.388,1080,T20190018445,2019/09/21 00:00:00+00,21.:5.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On QUARRY ROAD 265m S from Int MANFA COURT,591131,N,N,Non Intersection,9999,QUARRY,ROAD,MANFA,COURT,Non Declared Road,LATROBE,EASTERN REGION,Country,2620709.873,2371616.388,-38.14896095,146.3770907
2410704.694,2543522.432,1081,T20190018499,2019/09/22 00:00:00+00,12.:1.00,1,4,Collision with a fixed object,A,A,18,2,Drivers,M,On SEBASTIAN ROAD 498m E from Int COLLINS ROAD,587095,N,N,Non Intersection,9999,SEBASTIAN,ROAD,COLLINS,ROAD,Non Declared Road,LODDON,NORTHERN REGION,Bendigo,2410704.694,2543522.432,-36.60353856,144.0018256
2509990.901,2400357.285,1082,T20190019003,2019/09/29 00:00:00+00,19.:4.00,2,1,Collision with vehicle,A,3,19,3,Passengers,F,At Int of FERNTREE GULLY ROAD(R) and CARMICHAEL ROAD,588856,I,I,Intersection,5799,FERNTREE GULLY,ROAD,CARMICHAEL,ROAD,Declared Road,MONASH,METROPOLITAN SOUTH EAST REGION,Melbourne - South East,2509990.901,2400357.285,-37.89784073,145.1135955
